,bow,bat,bat_order,b.num,inning,tm_bat,tm_bow,city,date,competition,mtype,tr,wkt,over,fpp,fmid,fdth,inn.num,m.num,m.tbov,tm,tm_abbr,name,fname,battype,bowltype,bowlarm,bowlcat,bowlcat.l2,lpos
0,Mohammed Shami,DP Conway,1,0.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,1.0,1,111.0,,,,,,,,,,
1,MJ Santner,Shubman Gill,2,7.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,8,0,1,0,2.0,1,128.0,,,,,,,,,,
2,MJ Santner,Shubman Gill,2,7.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,8,0,1,0,2.0,1,128.0,,,,,,,,,,
3,RA Jadeja,Shubman Gill,2,8.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,9,0,1,0,2.0,1,129.0,,,,,,,,,,
4,RA Jadeja,Shubman Gill,2,8.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,9,0,1,0,2.0,1,129.0,,,,,,,,,,
5,RA Jadeja,Shubman Gill,2,8.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,2,0,9,0,1,0,2.0,1,129.0,,,,,,,,,,
6,RA Jadeja,Shubman Gill,2,8.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,9,0,1,0,2.0,1,129.0,,,,,,,,,,
7,RS Hangargekar,Shubman Gill,2,9.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,10,0,1,0,2.0,1,130.0,,,,,,,,,,
8,RA Jadeja,Shubman Gill,2,10.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,11,0,1,0,2.0,1,131.0,,,,,,,,,,
9,RA Jadeja,Shubman Gill,2,10.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,11,0,1,0,2.0,1,131.0,,,,,,,,,,
10,RA Jadeja,Shubman Gill,2,10.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,6,0,11,0,1,0,2.0,1,131.0,,,,,,,,,,
11,MJ Santner,Shubman Gill,2,11.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,12,0,1,0,2.0,1,132.0,,,,,,,,,,
12,MJ Santner,Shubman Gill,2,11.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,12,0,1,0,2.0,1,132.0,,,,,,,,,,
13,RS Hangargekar,Shubman Gill,2,13.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,14,0,1,0,2.0,1,134.0,,,,,,,,,,
14,RS Hangargekar,Shubman Gill,2,13.8,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,14,0,1,0,2.0,1,134.0,,,,,,,,,,
15,TU Deshpande,Shubman Gill,2,14.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,15,0,1,0,2.0,1,135.0,,,,,,,,,,
16,TU Deshpande,Shubman Gill,2,14.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,6,0,15,0,1,0,2.0,1,135.0,,,,,,,,,,
17,TU Deshpande,Shubman Gill,2,14.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,1,15,0,1,0,2.0,1,135.0,,,,,,,,,,
18,RS Hangargekar,B Sai Sudharsan,3,3.8,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,4,1,0,0,2.0,1,124.0,,,,,,,,,,
19,TU Deshpande,B Sai Sudharsan,3,4.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,5,1,0,0,2.0,1,125.0,,,,,,,,,,
20,TU Deshpande,B Sai Sudharsan,3,4.7,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,5,1,0,0,2.0,1,125.0,,,,,,,,,,
21,MJ Santner,B Sai Sudharsan,3,5.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,6,1,0,0,2.0,1,126.0,,,,,,,,,,
22,MJ Santner,B Sai Sudharsan,3,5.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,6,1,0,0,2.0,1,126.0,,,,,,,,,,
23,MJ Santner,B Sai Sudharsan,3,5.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,6,1,0,0,2.0,1,126.0,,,,,,,,,,
24,MJ Santner,B Sai Sudharsan,3,5.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,6,1,0,0,2.0,1,126.0,,,,,,,,,,
25,RA Jadeja,B Sai Sudharsan,3,6.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,7,0,1,0,2.0,1,127.0,,,,,,,,,,
26,RA Jadeja,B Sai Sudharsan,3,6.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,7,0,1,0,2.0,1,127.0,,,,,,,,,,
27,RA Jadeja,B Sai Sudharsan,3,6.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,2,0,7,0,1,0,2.0,1,127.0,,,,,,,,,,
28,MJ Santner,Shubman Gill,2,7.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,8,0,1,0,2.0,1,128.0,,,,,,,,,,
29,MJ Santner,Shubman Gill,2,7.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,8,0,1,0,2.0,1,128.0,,,,,,,,,,
30,RA Jadeja,Shubman Gill,2,6.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,7,0,1,0,2.0,1,127.0,,,,,,,,,,
31,RA Jadeja,Shubman Gill,2,6.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,7,0,1,0,2.0,1,127.0,,,,,,,,,,
32,TU Deshpande,WP Saha,1,1.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,6,0,2,1,0,0,2.0,1,122.0,,,,,,,,,,
33,TU Deshpande,WP Saha,1,1.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,2,1,0,0,2.0,1,122.0,,,,,,,,,,
34,TU Deshpande,WP Saha,1,1.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,2,1,0,0,2.0,1,122.0,,,,,,,,,,
35,DL Chahar,WP Saha,1,2.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,3,1,0,0,2.0,1,123.0,,,,,,,,,,
36,DL Chahar,WP Saha,1,2.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,3,1,0,0,2.0,1,123.0,,,,,,,,,,
37,DL Chahar,WP Saha,1,2.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,6,0,3,1,0,0,2.0,1,123.0,,,,,,,,,,
38,DL Chahar,WP Saha,1,2.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,3,1,0,0,2.0,1,123.0,,,,,,,,,,
39,RS Hangargekar,WP Saha,1,3.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,4,1,0,0,2.0,1,124.0,,,,,,,,,,
40,RS Hangargekar,WP Saha,1,3.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,4,1,0,0,2.0,1,124.0,,,,,,,,,,
41,RS Hangargekar,WP Saha,1,3.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,4,1,0,0,2.0,1,124.0,,,,,,,,,,
42,RS Hangargekar,WP Saha,1,3.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,4,1,0,0,2.0,1,124.0,,,,,,,,,,
43,RS Hangargekar,WP Saha,1,3.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,4,1,0,0,2.0,1,124.0,,,,,,,,,,
44,RS Hangargekar,WP Saha,1,3.7,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,1,4,1,0,0,2.0,1,124.0,,,,,,,,,,
45,MJ Santner,B Sai Sudharsan,3,7.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,8,0,1,0,2.0,1,128.0,,,,,,,,,,
46,DL Chahar,Shubman Gill,2,0.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,2,0,1,1,0,0,2.0,1,121.0,,,,,,,,,,
47,TU Deshpande,Shubman Gill,2,1.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,2,1,0,0,2.0,1,122.0,,,,,,,,,,
48,TU Deshpande,Shubman Gill,2,1.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,2,1,0,0,2.0,1,122.0,,,,,,,,,,
49,TU Deshpande,Shubman Gill,2,1.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,2,1,0,0,2.0,1,122.0,,,,,,,,,,
50,DL Chahar,Shubman Gill,2,2.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,3,1,0,0,2.0,1,123.0,,,,,,,,,,
51,DL Chahar,Shubman Gill,2,2.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,3,1,0,0,2.0,1,123.0,,,,,,,,,,
52,RS Hangargekar,Shubman Gill,2,3.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,4,1,0,0,2.0,1,124.0,,,,,,,,,,
53,TU Deshpande,Shubman Gill,2,4.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,5,1,0,0,2.0,1,125.0,,,,,,,,,,
54,TU Deshpande,Shubman Gill,2,4.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,5,1,0,0,2.0,1,125.0,,,,,,,,,,
55,TU Deshpande,Shubman Gill,2,4.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,6,0,5,1,0,0,2.0,1,125.0,,,,,,,,,,
56,TU Deshpande,Shubman Gill,2,4.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,5,1,0,0,2.0,1,125.0,,,,,,,,,,
57,TU Deshpande,Shubman Gill,2,4.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,5,1,0,0,2.0,1,125.0,,,,,,,,,,
58,MJ Santner,Shubman Gill,2,5.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,6,1,0,0,2.0,1,126.0,,,,,,,,,,
59,RA Jadeja,Shubman Gill,2,6.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,2,0,7,0,1,0,2.0,1,127.0,,,,,,,,,,
60,DL Chahar,Shubman Gill,2,0.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,2.0,1,121.0,,,,,,,,,,
61,DL Chahar,WP Saha,1,0.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,1,1,0,0,2.0,1,121.0,,,,,,,,,,
62,MJ Santner,B Sai Sudharsan,3,7.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,8,0,1,0,2.0,1,128.0,,,,,,,,,,
63,RA Jadeja,B Sai Sudharsan,3,8.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,2,0,9,0,1,0,2.0,1,129.0,,,,,,,,,,
64,DL Chahar,V Shankar,5,16.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,17,0,0,1,2.0,1,137.0,,,,,,,,,,
65,RS Hangargekar,V Shankar,5,17.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,6,0,18,0,0,1,2.0,1,138.0,,,,,,,,,,
66,RS Hangargekar,V Shankar,5,17.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,18,0,0,1,2.0,1,138.0,,,,,,,,,,
67,RS Hangargekar,V Shankar,5,17.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,1,18,0,0,1,2.0,1,138.0,,,,,,,,,,
68,MJ Santner,R Tewatia,6,15.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,16,0,1,0,2.0,1,136.0,,,,,,,,,,
69,MJ Santner,R Tewatia,6,15.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,16,0,1,0,2.0,1,136.0,,,,,,,,,,
70,MJ Santner,R Tewatia,6,15.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,16,0,1,0,2.0,1,136.0,,,,,,,,,,
71,DL Chahar,R Tewatia,6,16.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,17,0,0,1,2.0,1,137.0,,,,,,,,,,
72,DL Chahar,R Tewatia,6,16.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,17,0,0,1,2.0,1,137.0,,,,,,,,,,
73,DL Chahar,R Tewatia,6,16.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,17,0,0,1,2.0,1,137.0,,,,,,,,,,
74,RS Hangargekar,R Tewatia,6,17.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,18,0,0,1,2.0,1,138.0,,,,,,,,,,
75,RS Hangargekar,R Tewatia,6,17.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,18,0,0,1,2.0,1,138.0,,,,,,,,,,
76,RS Hangargekar,R Tewatia,6,17.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,18,0,0,1,2.0,1,138.0,,,,,,,,,,
77,DL Chahar,R Tewatia,6,18.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,19,0,0,1,2.0,1,139.0,,,,,,,,,,
78,DL Chahar,R Tewatia,6,18.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,19,0,0,1,2.0,1,139.0,,,,,,,,,,
79,DL Chahar,R Tewatia,6,18.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,19,0,0,1,2.0,1,139.0,,,,,,,,,,
80,TU Deshpande,R Tewatia,6,19.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,20,0,0,1,2.0,1,140.0,,,,,,,,,,
81,TU Deshpande,R Tewatia,6,19.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,6,0,20,0,0,1,2.0,1,140.0,,,,,,,,,,
82,TU Deshpande,R Tewatia,6,19.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,20,0,0,1,2.0,1,140.0,,,,,,,,,,
83,DL Chahar,Rashid Khan,7,18.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,6,0,19,0,0,1,2.0,1,139.0,,,,,,,,,,
84,DL Chahar,Rashid Khan,7,18.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,19,0,0,1,2.0,1,139.0,,,,,,,,,,
85,DL Chahar,Rashid Khan,7,18.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,19,0,0,1,2.0,1,139.0,,,,,,,,,,
86,,KS Williamson,8,0.0,,GT,,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,,1,,,,,,,,,,,
87,,Mohammed Shami,9,0.0,,GT,,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,,1,,,,,,,,,,,
88,,J Little,10,0.0,,GT,,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,,1,,,,,,,,,,,
89,,Yash Dayal,11,0.0,,GT,,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,,1,,,,,,,,,,,
90,,AS Joseph,12,0.0,,GT,,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,,1,,,,,,,,,,,
91,DL Chahar,V Shankar,5,16.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,17,0,0,1,2.0,1,137.0,,,,,,,,,,
92,DL Chahar,V Shankar,5,16.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,17,0,0,1,2.0,1,137.0,,,,,,,,,,
93,MJ Santner,V Shankar,5,15.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,16,0,1,0,2.0,1,136.0,,,,,,,,,,
94,MJ Santner,V Shankar,5,15.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,16,0,1,0,2.0,1,136.0,,,,,,,,,,
95,RS Hangargekar,B Sai Sudharsan,3,9.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,10,0,1,0,2.0,1,130.0,,,,,,,,,,
96,RS Hangargekar,B Sai Sudharsan,3,9.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,1,10,0,1,0,2.0,1,130.0,,,,,,,,,,
97,RS Hangargekar,HH Pandya,4,9.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,2,0,10,0,1,0,2.0,1,130.0,,,,,,,,,,
98,RS Hangargekar,HH Pandya,4,9.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,10,0,1,0,2.0,1,130.0,,,,,,,,,,
99,RS Hangargekar,HH Pandya,4,9.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,10,0,1,0,2.0,1,130.0,,,,,,,,,,
100,RA Jadeja,HH Pandya,4,10.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,11,0,1,0,2.0,1,131.0,,,,,,,,,,
101,RA Jadeja,HH Pandya,4,10.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,11,0,1,0,2.0,1,131.0,,,,,,,,,,
102,RA Jadeja,HH Pandya,4,10.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,11,0,1,0,2.0,1,131.0,,,,,,,,,,
103,MJ Santner,HH Pandya,4,11.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,12,0,1,0,2.0,1,132.0,,,,,,,,,,
104,MJ Santner,HH Pandya,4,11.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,12,0,1,0,2.0,1,132.0,,,,,,,,,,
105,MJ Santner,HH Pandya,4,11.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,12,0,1,0,2.0,1,132.0,,,,,,,,,,
106,MJ Santner,HH Pandya,4,11.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,12,0,1,0,2.0,1,132.0,,,,,,,,,,
107,RA Jadeja,HH Pandya,4,12.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,1,13,0,1,0,2.0,1,133.0,,,,,,,,,,
108,RA Jadeja,B Sai Sudharsan,3,8.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,9,0,1,0,2.0,1,129.0,,,,,,,,,,
109,RA Jadeja,V Shankar,5,12.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,13,0,1,0,2.0,1,133.0,,,,,,,,,,
110,RA Jadeja,V Shankar,5,12.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,13,0,1,0,2.0,1,133.0,,,,,,,,,,
111,RA Jadeja,V Shankar,5,12.5,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,2,0,13,0,1,0,2.0,1,133.0,,,,,,,,,,
112,RA Jadeja,V Shankar,5,12.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,13,0,1,0,2.0,1,133.0,,,,,,,,,,
113,RS Hangargekar,V Shankar,5,13.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,14,0,1,0,2.0,1,134.0,,,,,,,,,,
114,RS Hangargekar,V Shankar,5,13.2,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,14,0,1,0,2.0,1,134.0,,,,,,,,,,
115,RS Hangargekar,V Shankar,5,13.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,4,0,14,0,1,0,2.0,1,134.0,,,,,,,,,,
116,RS Hangargekar,V Shankar,5,13.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,14,0,1,0,2.0,1,134.0,,,,,,,,,,
117,RS Hangargekar,V Shankar,5,13.6,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,14,0,1,0,2.0,1,134.0,,,,,,,,,,
118,RS Hangargekar,V Shankar,5,13.7,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,14,0,1,0,2.0,1,134.0,,,,,,,,,,
119,TU Deshpande,V Shankar,5,14.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,15,0,1,0,2.0,1,135.0,,,,,,,,,,
120,TU Deshpande,V Shankar,5,14.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,2,0,15,0,1,0,2.0,1,135.0,,,,,,,,,,
121,TU Deshpande,V Shankar,5,14.4,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,15,0,1,0,2.0,1,135.0,,,,,,,,,,
122,MJ Santner,V Shankar,5,15.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,1,0,16,0,1,0,2.0,1,136.0,,,,,,,,,,
123,RA Jadeja,V Shankar,5,12.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,13,0,1,0,2.0,1,133.0,,,,,,,,,,
124,DL Chahar,WP Saha,1,0.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,2.0,1,121.0,,,,,,,,,,
125,MJ Santner,B Sai Sudharsan,3,5.3,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,6,1,0,0,2.0,1,126.0,,,,,,,,,,
126,DL Chahar,WP Saha,1,0.1,2nd innings,GT,CSK,Ahmedabad,2023-03-31,IPL,T20,0,0,1,1,0,0,2.0,1,121.0,,,,,,,,,,
127,Rashid Khan,RD Gaikwad,2,9.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,10,0,1,0,1.0,1,120.0,,,,,,,,,,
128,J Little,RD Gaikwad,2,10.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,11,0,1,0,1.0,1,121.0,,,,,,,,,,
129,J Little,RD Gaikwad,2,10.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,11,0,1,0,1.0,1,121.0,,,,,,,,,,
130,Yash Dayal,RD Gaikwad,2,11.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,12,0,1,0,1.0,1,122.0,,,,,,,,,,
131,Yash Dayal,RD Gaikwad,2,11.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,12,0,1,0,1.0,1,122.0,,,,,,,,,,
132,Yash Dayal,RD Gaikwad,2,11.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,12,0,1,0,1.0,1,122.0,,,,,,,,,,
133,Yash Dayal,RD Gaikwad,2,11.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,12,0,1,0,1.0,1,122.0,,,,,,,,,,
134,J Little,RD Gaikwad,2,12.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,13,0,1,0,1.0,1,123.0,,,,,,,,,,
135,J Little,RD Gaikwad,2,12.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,4,0,13,0,1,0,1.0,1,123.0,,,,,,,,,,
136,J Little,RD Gaikwad,2,12.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,13,0,1,0,1.0,1,123.0,,,,,,,,,,
137,AS Joseph,RD Gaikwad,2,13.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,14,0,1,0,1.0,1,124.0,,,,,,,,,,
138,AS Joseph,RD Gaikwad,2,13.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,14,0,1,0,1.0,1,124.0,,,,,,,,,,
139,HH Pandya,RD Gaikwad,2,14.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,15,0,1,0,1.0,1,125.0,,,,,,,,,,
140,Rashid Khan,RD Gaikwad,2,9.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,10,0,1,0,1.0,1,120.0,,,,,,,,,,
141,HH Pandya,RD Gaikwad,2,14.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,15,0,1,0,1.0,1,125.0,,,,,,,,,,
142,AS Joseph,RD Gaikwad,2,15.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,16,0,1,0,1.0,1,126.0,,,,,,,,,,
143,AS Joseph,RD Gaikwad,2,15.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,16,0,1,0,1.0,1,126.0,,,,,,,,,,
144,Rashid Khan,RD Gaikwad,2,16.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,6,0,17,0,0,1,1.0,1,127.0,,,,,,,,,,
145,Rashid Khan,RD Gaikwad,2,16.2,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,2,0,17,0,0,1,1.0,1,127.0,,,,,,,,,,
146,Rashid Khan,RD Gaikwad,2,16.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,17,0,0,1,1.0,1,127.0,,,,,,,,,,
147,Rashid Khan,RD Gaikwad,2,16.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,17,0,0,1,1.0,1,127.0,,,,,,,,,,
148,Rashid Khan,RD Gaikwad,2,16.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,1,0,17,0,0,1,1.0,1,127.0,,,,,,,,,,
149,AS Joseph,RD Gaikwad,2,17.1,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,1,18,0,0,1,1.0,1,128.0,,,,,,,,,,
150,Mohammed Shami,MM Ali,3,2.3,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,3,1,0,0,1.0,1,113.0,,,,,,,,,,
151,Mohammed Shami,MM Ali,3,2.4,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,3,1,0,0,1.0,1,113.0,,,,,,,,,,
152,Mohammed Shami,MM Ali,3,2.5,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,3,1,0,0,1.0,1,113.0,,,,,,,,,,
153,Mohammed Shami,MM Ali,3,2.6,1st innings,CSK,GT,Ahmedabad,2023-03-31,IPL,T20,0,0,3,1,0,0,1.0,1,113.0,,,,,,,,,,
