,bow,bat,bat_order,b.num,inning,tm_bat,tm_bow,city,date,competition,mtype,tr,wkt,over,fpp,fmid,fdth,inn.num,m.num,m.tbov,tm,tm_abbr,name,fname,battype,bowltype,bowlarm,bowlcat,bowlcat.l2,lpos
12766,R Ashwin,Anmolpreet Singh,1,3.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,4,1,0,0,2.0,52,5224.0,,,,,,,,,,
12767,Sandeep Sharma,Anmolpreet Singh,1,4.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,4,0,5,1,0,0,2.0,52,5225.0,,,,,,,,,,
12768,Sandeep Sharma,Anmolpreet Singh,1,4.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,5,1,0,0,2.0,52,5225.0,,,,,,,,,,
12769,Sandeep Sharma,Anmolpreet Singh,1,4.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,5,1,0,0,2.0,52,5225.0,,,,,,,,,,
12770,YS Chahal,Anmolpreet Singh,1,5.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,6,1,0,0,2.0,52,5226.0,,,,,,,,,,
12771,YS Chahal,Anmolpreet Singh,1,5.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,6,1,0,0,2.0,52,5226.0,,,,,,,,,,
12772,YS Chahal,Anmolpreet Singh,1,5.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,4,0,6,1,0,0,2.0,52,5226.0,,,,,,,,,,
12773,YS Chahal,Anmolpreet Singh,1,5.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,2,0,6,1,0,0,2.0,52,5226.0,,,,,,,,,,
12774,YS Chahal,Anmolpreet Singh,1,5.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,1,6,1,0,0,2.0,52,5226.0,,,,,,,,,,
12775,Sandeep Sharma,Abhishek Sharma,2,0.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,1,1,0,0,2.0,52,5221.0,,,,,,,,,,
12776,K Yadav,Abhishek Sharma,2,1.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,2,1,0,0,2.0,52,5222.0,,,,,,,,,,
12777,K Yadav,Abhishek Sharma,2,1.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,2,1,0,0,2.0,52,5222.0,,,,,,,,,,
12778,Sandeep Sharma,Abhishek Sharma,2,2.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,4,0,3,1,0,0,2.0,52,5223.0,,,,,,,,,,
12779,R Ashwin,Anmolpreet Singh,1,3.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,4,1,0,0,2.0,52,5224.0,,,,,,,,,,
12780,R Ashwin,RA Tripathi,3,6.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,7,0,1,0,2.0,52,5227.0,,,,,,,,,,
12781,M Ashwin,H Klaasen,4,13.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,14,0,1,0,2.0,52,5234.0,,,,,,,,,,
12782,R Ashwin,RA Tripathi,3,6.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,7,0,1,0,2.0,52,5227.0,,,,,,,,,,
12783,YS Chahal,H Klaasen,4,15.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,16,0,1,0,2.0,52,5236.0,,,,,,,,,,
12784,YS Chahal,H Klaasen,4,15.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,16,0,1,0,2.0,52,5236.0,,,,,,,,,,
12785,YS Chahal,H Klaasen,4,15.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,4,0,16,0,1,0,2.0,52,5236.0,,,,,,,,,,
12786,YS Chahal,H Klaasen,4,15.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,1,16,0,1,0,2.0,52,5236.0,,,,,,,,,,
12787,YS Chahal,AK Markram,5,15.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,16,0,1,0,2.0,52,5236.0,,,,,,,,,,
12788,OC McCoy,AK Markram,5,16.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,17,0,0,1,2.0,52,5237.0,,,,,,,,,,
12789,OC McCoy,AK Markram,5,16.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,17,0,0,1,2.0,52,5237.0,,,,,,,,,,
12790,OC McCoy,AK Markram,5,16.7,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,4,0,17,0,0,1,2.0,52,5237.0,,,,,,,,,,
12791,YS Chahal,AK Markram,5,17.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,1,18,0,0,1,2.0,52,5238.0,,,,,,,,,,
12792,YS Chahal,GD Phillips,6,17.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,2,0,18,0,0,1,2.0,52,5238.0,,,,,,,,,,
12793,YS Chahal,GD Phillips,6,17.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,18,0,0,1,2.0,52,5238.0,,,,,,,,,,
12794,K Yadav,GD Phillips,6,18.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,19,0,0,1,2.0,52,5239.0,,,,,,,,,,
12795,K Yadav,GD Phillips,6,18.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,19,0,0,1,2.0,52,5239.0,,,,,,,,,,
12796,K Yadav,GD Phillips,6,18.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,19,0,0,1,2.0,52,5239.0,,,,,,,,,,
12797,K Yadav,GD Phillips,6,18.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,4,0,19,0,0,1,2.0,52,5239.0,,,,,,,,,,
12798,K Yadav,GD Phillips,6,18.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,1,19,0,0,1,2.0,52,5239.0,,,,,,,,,,
12799,YS Chahal,Abdul Samad,7,17.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,18,0,0,1,2.0,52,5238.0,,,,,,,,,,
12800,Sandeep Sharma,Abdul Samad,7,19.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,2,0,20,0,0,1,2.0,52,5240.0,,,,,,,,,,
12801,Sandeep Sharma,Abdul Samad,7,19.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,20,0,0,1,2.0,52,5240.0,,,,,,,,,,
12802,Sandeep Sharma,Abdul Samad,7,19.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,2,0,20,0,0,1,2.0,52,5240.0,,,,,,,,,,
12803,Sandeep Sharma,Abdul Samad,7,19.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,20,0,0,1,2.0,52,5240.0,,,,,,,,,,
12804,Sandeep Sharma,Abdul Samad,7,19.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,20,0,0,1,2.0,52,5240.0,,,,,,,,,,
12805,Sandeep Sharma,Abdul Samad,7,19.7,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,20,0,0,1,2.0,52,5240.0,,,,,,,,,,
12806,K Yadav,M Jansen,8,18.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,2,0,19,0,0,1,2.0,52,5239.0,,,,,,,,,,
12807,Sandeep Sharma,M Jansen,8,19.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,20,0,0,1,2.0,52,5240.0,,,,,,,,,,
12808,,T Natarajan,9,0.0,,SRH,,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,,52,,,,,,,,,,,
12809,,Vivrant Sharma,10,0.0,,SRH,,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,,52,,,,,,,,,,,
12810,,K Yadav,11,0.0,,RR,,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,,52,,,,,,,,,,,
12811,,B Kumar,12,0.0,,SRH,,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,,52,,,,,,,,,,,
12812,K Yadav,H Klaasen,4,14.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,4,0,15,0,1,0,2.0,52,5235.0,,,,,,,,,,
12813,K Yadav,H Klaasen,4,14.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,15,0,1,0,2.0,52,5235.0,,,,,,,,,,
12814,K Yadav,H Klaasen,4,14.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,15,0,1,0,2.0,52,5235.0,,,,,,,,,,
12815,K Yadav,H Klaasen,4,14.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,2,0,15,0,1,0,2.0,52,5235.0,,,,,,,,,,
12816,R Ashwin,RA Tripathi,3,6.7,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,7,0,1,0,2.0,52,5227.0,,,,,,,,,,
12817,YS Chahal,RA Tripathi,3,7.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,8,0,1,0,2.0,52,5228.0,,,,,,,,,,
12818,YS Chahal,RA Tripathi,3,7.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,8,0,1,0,2.0,52,5228.0,,,,,,,,,,
12819,YS Chahal,RA Tripathi,3,7.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,8,0,1,0,2.0,52,5228.0,,,,,,,,,,
12820,K Yadav,RA Tripathi,3,8.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,9,0,1,0,2.0,52,5229.0,,,,,,,,,,
12821,M Ashwin,RA Tripathi,3,9.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,10,0,1,0,2.0,52,5230.0,,,,,,,,,,
12822,M Ashwin,RA Tripathi,3,9.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,10,0,1,0,2.0,52,5230.0,,,,,,,,,,
12823,M Ashwin,RA Tripathi,3,9.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,10,0,1,0,2.0,52,5230.0,,,,,,,,,,
12824,R Ashwin,RA Tripathi,3,10.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,3,0,11,0,1,0,2.0,52,5231.0,,,,,,,,,,
12825,R Ashwin,RA Tripathi,3,10.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,4,0,11,0,1,0,2.0,52,5231.0,,,,,,,,,,
12826,R Ashwin,RA Tripathi,3,10.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,11,0,1,0,2.0,52,5231.0,,,,,,,,,,
12827,R Ashwin,RA Tripathi,3,10.7,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,11,0,1,0,2.0,52,5231.0,,,,,,,,,,
12828,M Ashwin,RA Tripathi,3,11.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,12,0,1,0,2.0,52,5232.0,,,,,,,,,,
12829,R Ashwin,RA Tripathi,3,12.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,13,0,1,0,2.0,52,5233.0,,,,,,,,,,
12830,R Ashwin,RA Tripathi,3,6.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,7,0,1,0,2.0,52,5227.0,,,,,,,,,,
12831,M Ashwin,RA Tripathi,3,13.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,14,0,1,0,2.0,52,5234.0,,,,,,,,,,
12832,M Ashwin,RA Tripathi,3,13.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,2,0,14,0,1,0,2.0,52,5234.0,,,,,,,,,,
12833,M Ashwin,RA Tripathi,3,13.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,14,0,1,0,2.0,52,5234.0,,,,,,,,,,
12834,K Yadav,RA Tripathi,3,14.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,15,0,1,0,2.0,52,5235.0,,,,,,,,,,
12835,K Yadav,RA Tripathi,3,14.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,15,0,1,0,2.0,52,5235.0,,,,,,,,,,
12836,YS Chahal,RA Tripathi,3,15.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,16,0,1,0,2.0,52,5236.0,,,,,,,,,,
12837,OC McCoy,RA Tripathi,3,16.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,17,0,0,1,2.0,52,5237.0,,,,,,,,,,
12838,OC McCoy,RA Tripathi,3,16.3,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,17,0,0,1,2.0,52,5237.0,,,,,,,,,,
12839,OC McCoy,RA Tripathi,3,16.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,6,0,17,0,0,1,2.0,52,5237.0,,,,,,,,,,
12840,OC McCoy,RA Tripathi,3,16.5,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,17,0,0,1,2.0,52,5237.0,,,,,,,,,,
12841,YS Chahal,RA Tripathi,3,17.1,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,18,0,0,1,2.0,52,5238.0,,,,,,,,,,
12842,YS Chahal,RA Tripathi,3,17.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,1,18,0,0,1,2.0,52,5238.0,,,,,,,,,,
12843,R Ashwin,H Klaasen,4,12.6,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,0,0,13,0,1,0,2.0,52,5233.0,,,,,,,,,,
12844,R Ashwin,H Klaasen,4,12.7,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,13,0,1,0,2.0,52,5233.0,,,,,,,,,,
12845,M Ashwin,H Klaasen,4,13.2,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,1,0,14,0,1,0,2.0,52,5234.0,,,,,,,,,,
12846,M Ashwin,RA Tripathi,3,13.4,2nd innings,SRH,RR,Jaipur,2023-05-07,IPL,T20,4,0,14,0,1,0,2.0,52,5234.0,,,,,,,,,,
12847,,M Markande,11,0.0,,SRH,,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,,52,,,,,,,,,,,
12848,,M Ashwin,10,0.0,,RR,,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,,52,,,,,,,,,,,
12849,,R Ashwin,8,0.0,,RR,,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,,52,,,,,,,,,,,
12850,M Markande,JC Buttler,2,6.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,7,0,1,0,1.0,52,5217.0,,,,,,,,,,
12851,M Markande,JC Buttler,2,6.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,2,0,7,0,1,0,1.0,52,5217.0,,,,,,,,,,
12852,M Markande,JC Buttler,2,6.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,7,0,1,0,1.0,52,5217.0,,,,,,,,,,
12853,M Markande,JC Buttler,2,6.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,7,0,1,0,1.0,52,5217.0,,,,,,,,,,
12854,Abhishek Sharma,JC Buttler,2,7.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,8,0,1,0,1.0,52,5218.0,,,,,,,,,,
12855,Abhishek Sharma,JC Buttler,2,7.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,8,0,1,0,1.0,52,5218.0,,,,,,,,,,
12856,Abhishek Sharma,JC Buttler,2,7.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,8,0,1,0,1.0,52,5218.0,,,,,,,,,,
12857,M Markande,JC Buttler,2,8.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,9,0,1,0,1.0,52,5219.0,,,,,,,,,,
12858,M Markande,JC Buttler,2,8.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,6,0,9,0,1,0,1.0,52,5219.0,,,,,,,,,,
12859,Abhishek Sharma,JC Buttler,2,9.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,10,0,1,0,1.0,52,5220.0,,,,,,,,,,
12860,Abhishek Sharma,JC Buttler,2,9.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,6,0,10,0,1,0,1.0,52,5220.0,,,,,,,,,,
12861,Abhishek Sharma,JC Buttler,2,9.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,10,0,1,0,1.0,52,5220.0,,,,,,,,,,
12862,Abhishek Sharma,JC Buttler,2,9.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,10,0,1,0,1.0,52,5220.0,,,,,,,,,,
12863,Vivrant Sharma,JC Buttler,2,10.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,11,0,1,0,1.0,52,5221.0,,,,,,,,,,
12864,Vivrant Sharma,JC Buttler,2,10.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,11,0,1,0,1.0,52,5221.0,,,,,,,,,,
12865,Vivrant Sharma,JC Buttler,2,10.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,11,0,1,0,1.0,52,5221.0,,,,,,,,,,
12866,M Jansen,JC Buttler,2,11.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,12,0,1,0,1.0,52,5222.0,,,,,,,,,,
12867,M Jansen,JC Buttler,2,11.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,2,0,12,0,1,0,1.0,52,5222.0,,,,,,,,,,
12868,M Jansen,JC Buttler,2,11.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,12,0,1,0,1.0,52,5222.0,,,,,,,,,,
12869,M Jansen,JC Buttler,2,11.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,12,0,1,0,1.0,52,5222.0,,,,,,,,,,
12870,Vivrant Sharma,JC Buttler,2,12.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,13,0,1,0,1.0,52,5223.0,,,,,,,,,,
12871,Vivrant Sharma,JC Buttler,2,12.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,2,0,13,0,1,0,1.0,52,5223.0,,,,,,,,,,
12872,Vivrant Sharma,JC Buttler,2,12.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,13,0,1,0,1.0,52,5223.0,,,,,,,,,,
12873,Vivrant Sharma,JC Buttler,2,12.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,13,0,1,0,1.0,52,5223.0,,,,,,,,,,
12874,Vivrant Sharma,JC Buttler,2,12.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,6,0,13,0,1,0,1.0,52,5223.0,,,,,,,,,,
12875,Vivrant Sharma,JC Buttler,2,12.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,13,0,1,0,1.0,52,5223.0,,,,,,,,,,
12876,M Markande,JC Buttler,2,13.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,14,0,1,0,1.0,52,5224.0,,,,,,,,,,
12877,M Markande,JC Buttler,2,13.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,14,0,1,0,1.0,52,5224.0,,,,,,,,,,
12878,M Markande,JC Buttler,2,13.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,14,0,1,0,1.0,52,5224.0,,,,,,,,,,
12879,M Jansen,JC Buttler,2,4.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,5,1,0,0,1.0,52,5215.0,,,,,,,,,,
12880,M Markande,JC Buttler,2,13.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,14,0,1,0,1.0,52,5224.0,,,,,,,,,,
12881,B Kumar,JC Buttler,2,3.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,4,1,0,0,1.0,52,5214.0,,,,,,,,,,
12882,T Natarajan,JC Buttler,2,2.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,3,1,0,0,1.0,52,5213.0,,,,,,,,,,
12883,,Sandeep Sharma,9,0.0,,RR,,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,,52,,,,,,,,,,,
12884,B Kumar,YBK Jaiswal,1,0.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,1,1,0,0,1.0,52,5211.0,,,,,,,,,,
12885,B Kumar,YBK Jaiswal,1,0.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,1.0,52,5211.0,,,,,,,,,,
12886,B Kumar,YBK Jaiswal,1,0.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,1.0,52,5211.0,,,,,,,,,,
12887,B Kumar,YBK Jaiswal,1,0.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,1,1,0,0,1.0,52,5211.0,,,,,,,,,,
12888,B Kumar,YBK Jaiswal,1,0.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,1,1,0,0,1.0,52,5211.0,,,,,,,,,,
12889,M Jansen,YBK Jaiswal,1,1.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,2,1,0,0,1.0,52,5212.0,,,,,,,,,,
12890,M Jansen,YBK Jaiswal,1,1.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,2,1,0,0,1.0,52,5212.0,,,,,,,,,,
12891,M Jansen,YBK Jaiswal,1,1.7,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,6,0,2,1,0,0,1.0,52,5212.0,,,,,,,,,,
12892,T Natarajan,YBK Jaiswal,1,2.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,3,1,0,0,1.0,52,5213.0,,,,,,,,,,
12893,B Kumar,YBK Jaiswal,1,3.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,4,1,0,0,1.0,52,5214.0,,,,,,,,,,
12894,B Kumar,YBK Jaiswal,1,3.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,6,0,4,1,0,0,1.0,52,5214.0,,,,,,,,,,
12895,B Kumar,YBK Jaiswal,1,3.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,4,1,0,0,1.0,52,5214.0,,,,,,,,,,
12896,B Kumar,YBK Jaiswal,1,3.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,4,1,0,0,1.0,52,5214.0,,,,,,,,,,
12897,B Kumar,YBK Jaiswal,1,3.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,4,1,0,0,1.0,52,5214.0,,,,,,,,,,
12898,M Jansen,YBK Jaiswal,1,4.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,5,1,0,0,1.0,52,5215.0,,,,,,,,,,
12899,M Jansen,YBK Jaiswal,1,4.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,5,1,0,0,1.0,52,5215.0,,,,,,,,,,
12900,M Jansen,YBK Jaiswal,1,4.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,5,1,0,0,1.0,52,5215.0,,,,,,,,,,
12901,M Jansen,YBK Jaiswal,1,4.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,5,1,0,0,1.0,52,5215.0,,,,,,,,,,
12902,M Jansen,YBK Jaiswal,1,4.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,1,5,1,0,0,1.0,52,5215.0,,,,,,,,,,
12903,B Kumar,JC Buttler,2,0.6,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,1,1,0,0,1.0,52,5211.0,,,,,,,,,,
12904,M Jansen,JC Buttler,2,1.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,2,1,0,0,1.0,52,5212.0,,,,,,,,,,
12905,M Jansen,JC Buttler,2,1.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,2,1,0,0,1.0,52,5212.0,,,,,,,,,,
12906,M Jansen,JC Buttler,2,1.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,2,1,0,0,1.0,52,5212.0,,,,,,,,,,
12907,M Jansen,JC Buttler,2,1.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,2,1,0,0,1.0,52,5212.0,,,,,,,,,,
12908,T Natarajan,JC Buttler,2,2.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,3,1,0,0,1.0,52,5213.0,,,,,,,,,,
12909,T Natarajan,JC Buttler,2,2.2,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,3,1,0,0,1.0,52,5213.0,,,,,,,,,,
12910,T Natarajan,JC Buttler,2,2.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,3,1,0,0,1.0,52,5213.0,,,,,,,,,,
12911,T Natarajan,JC Buttler,2,2.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,3,1,0,0,1.0,52,5213.0,,,,,,,,,,
12912,T Natarajan,JC Buttler,2,2.7,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,3,1,0,0,1.0,52,5213.0,,,,,,,,,,
12913,M Jansen,JC Buttler,2,14.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,4,0,15,0,1,0,1.0,52,5225.0,,,,,,,,,,
12914,T Natarajan,JC Buttler,2,5.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,6,1,0,0,1.0,52,5216.0,,,,,,,,,,
12915,M Jansen,JC Buttler,2,14.3,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,15,0,1,0,1.0,52,5225.0,,,,,,,,,,
12916,Vivrant Sharma,SV Samson,3,10.4,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,11,0,1,0,1.0,52,5221.0,,,,,,,,,,
12917,Vivrant Sharma,SV Samson,3,10.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,11,0,1,0,1.0,52,5221.0,,,,,,,,,,
12918,M Jansen,SV Samson,3,11.1,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,12,0,1,0,1.0,52,5222.0,,,,,,,,,,
12919,M Jansen,SV Samson,3,11.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,1,0,12,0,1,0,1.0,52,5222.0,,,,,,,,,,
12920,Vivrant Sharma,SV Samson,3,12.7,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,13,0,1,0,1.0,52,5223.0,,,,,,,,,,
12921,M Markande,SV Samson,3,13.5,1st innings,RR,SRH,Jaipur,2023-05-07,IPL,T20,0,0,14,0,1,0,1.0,52,5224.0,,,,,,,,,,
